# Wavelength	Spectral Flux Density
# (nm)		(W/m^2/nm)
653.000000	1.598
654.000000	1.575
655.000000	1.523
656.000000	1.3233
657.000000	1.384
658.000000	1.539
659.000000	1.542
660.000000	1.558
661.000000	1.566
662.000000	1.571
663.000000	1.563
664.000000	1.554
665.000000	1.567
666.000000	1.555
667.000000	1.5354
668.000000	1.5348
669.000000	1.558
670.000000	1.534
671.000000	1.529
672.000000	1.506
673.000000	1.517
674.000000	1.513
675.000000	1.499
676.000000	1.515
677.000000	1.5
678.000000	1.507
679.000000	1.493
680.000000	1.494
681.000000	1.487
682.000000	1.493
683.000000	1.476
684.000000	1.466
685.000000	1.465
686.000000	1.433
687.000000	1.472
688.000000	1.476
689.000000	1.478
690.000000	1.479
691.000000	1.468
692.000000	1.454
693.000000	1.458
694.000000	1.457
695.000000	1.435
696.000000	1.442
697.000000	1.438
698.000000	1.417
699.000000	1.434
700.000000	1.422
701.000000	1.4131
702.000000	1.3987
703.000000	1.4095
704.000000	1.4187
705.000000	1.433
706.000000	1.4138
707.000000	1.404
708.000000	1.399
709.000000	1.39
710.000000	1.404
711.000000	1.397
712.000000	1.3818
713.000000	1.3702
714.000000	1.3819
715.000000	1.3502
716.000000	1.3694
717.000000	1.365
718.000000	1.357
719.000000	1.301
720.000000	1.3487
721.000000	1.348
722.000000	1.36
723.000000	1.351
724.000000	1.3607
725.000000	1.3465
726.000000	1.3429
727.000000	1.3444
728.000000	1.337
729.000000	1.2796
730.000000	1.3357
731.000000	1.3104
732.000000	1.3333
733.000000	1.3108
734.000000	1.339
735.000000	1.3271
736.000000	1.31
737.000000	1.312
738.000000	1.3
739.000000	1.2646
740.000000	1.283
741.000000	1.2707
742.000000	1.2649
743.000000	1.2892
744.000000	1.2955
745.000000	1.292
746.000000	1.2892
747.000000	1.289
748.000000	1.2808
749.000000	1.276
750.000000	1.274
751.000000	1.268
752.000000	1.272
753.000000	1.265
754.000000	1.2809
755.000000	1.2771
756.000000	1.261
757.000000	1.2598
758.000000	1.268
759.000000	1.25
760.000000	1.259
761.000000	1.2487
762.000000	1.246
763.000000	1.2543
764.000000	1.2566
765.000000	1.2452
766.000000	1.2
767.000000	1.212
768.000000	1.231
769.000000	1.2142
770.000000	1.2146
771.000000	1.2073
772.000000	1.212
773.000000	1.21
774.000000	1.209
775.000000	1.208
776.000000	1.2102
777.000000	1.2028
778.000000	1.2014
779.000000	1.2067
780.000000	1.193
781.000000	1.1898
782.000000	1.195
783.000000	1.1896
784.000000	1.181
785.000000	1.1874
786.000000	1.189
787.000000	1.1877
788.000000	1.18
789.000000	1.1812
790.000000	1.1704
791.000000	1.1632
792.000000	1.15
793.000000	1.1449
794.000000	1.126
795.000000	1.128
796.000000	1.1427
797.000000	1.158
798.000000	1.1501
799.000000	1.135
800.000000	1.1248
801.000000	1.1427
802.000000	1.1422
803.000000	1.1241
804.000000	1.1342
805.000000	1.1001
806.000000	1.1309
807.000000	1.123
808.000000	1.1162
809.000000	1.098
810.000000	1.11
811.000000	1.1143
812.000000	1.116
813.000000	1.118
814.000000	1.1174
815.000000	1.1091
816.000000	1.105
817.000000	1.1083
818.000000	1.0861
819.000000	1.0738
820.000000	1.074
821.000000	1.076
822.000000	1.056
823.000000	1.076
824.000000	1.0715
825.000000	1.0699
826.000000	1.0759
827.000000	1.0762
828.000000	1.0749
829.000000	1.062
830.000000	1.0563
831.000000	1.056
832.000000	1.055
833.000000	1.0327
834.000000	1.0459
835.000000	1.0476
836.000000	1.0597
837.000000	1.0511
838.000000	1.0549
839.000000	1.04
840.000000	1.05
841.000000	1.052
842.000000	1.0287
843.000000	1.0271
844.000000	1.014
845.000000	1.036
846.000000	1.037
847.000000	1.006
848.000000	1.011
849.000000	1.005
850.000000	0.91
851.000000	0.998
852.000000	0.99
853.000000	0.981
854.000000	0.869
855.000000	0.927
856.000000	0.99017
857.000000	1.0056
858.000000	1.007
859.000000	1.005
860.000000	1.0
861.000000	0.999
862.000000	1.006
863.000000	1.012
864.000000	0.99006
865.000000	0.97354
866.000000	0.858
867.000000	0.925
868.000000	0.969
869.000000	0.959
870.000000	0.977
871.000000	0.96317
872.000000	0.976
873.000000	0.96614
874.000000	0.94913
875.000000	0.93562
876.000000	0.962
877.000000	0.965
878.000000	0.962
879.000000	0.94571
880.000000	0.94856
881.000000	0.91963
882.000000	0.94408
883.000000	0.9393
884.000000	0.94352
885.000000	0.95469
886.000000	0.92558
887.000000	0.923
888.000000	0.94066
889.000000	0.94367
890.000000	0.94236
891.000000	0.93928
892.000000	0.93259
893.000000	0.918
894.000000	0.924
895.000000	0.926
896.000000	0.93425
897.000000	0.92686
898.000000	0.92378
899.000000	0.91396
900.000000	0.91378
901.000000	0.89834
902.000000	0.8772
903.000000	0.92233
904.000000	0.921
905.000000	0.918
906.000000	0.9078
907.000000	0.9145
908.000000	0.90143
909.000000	0.88552
910.000000	0.89496
911.000000	0.8973
912.000000	0.89016
913.000000	0.9002
914.000000	0.8982
915.000000	0.8883
916.000000	0.8947
917.000000	0.8886
918.000000	0.8881
919.000000	0.8921
920.000000	0.8854
921.000000	0.8703
922.000000	0.8628
923.000000	0.83335
924.000000	0.86957
925.000000	0.87642
926.000000	0.84561
927.000000	0.87809
928.000000	0.8711
929.000000	0.86954
930.000000	0.86866
931.000000	0.87078
932.000000	0.86514
933.000000	0.86958
934.000000	0.86709
935.000000	0.85601
936.000000	0.85222
937.000000	0.85368
938.000000	0.85936
939.000000	0.85676
940.000000	0.84
941.000000	0.83153
942.000000	0.80616
943.000000	0.83814
944.000000	0.81854
945.000000	0.82441
946.000000	0.83138
947.000000	0.82809
948.000000	0.83137
949.000000	0.83303
950.000000	0.82867
951.000000	0.82019
952.000000	0.82402
953.000000	0.8205
954.000000	0.812
955.000000	0.769
956.000000	0.802
957.000000	0.80583
958.000000	0.81147
959.000000	0.81483
960.000000	0.80627
961.000000	0.79982
962.000000	0.80173
963.000000	0.79761
964.000000	0.78808
965.000000	0.79579
966.000000	0.78598
967.000000	0.79503
968.000000	0.78526
969.000000	0.78789
970.000000	0.7914
971.000000	0.78186
972.000000	0.78785
973.000000	0.78149
974.000000	0.76882
975.000000	0.77348
976.000000	0.78054
977.000000	0.77208
978.000000	0.778
979.000000	0.7665
980.000000	0.77512
981.000000	0.773
982.000000	0.77879
983.000000	0.77541
984.000000	0.76881
985.000000	0.77081
986.000000	0.7662
987.000000	0.76606
988.000000	0.76368
989.000000	0.755
990.000000	0.75694
991.000000	0.76161
992.000000	0.75714
993.000000	0.75639
994.000000	0.75851
995.000000	0.75392
996.000000	0.75347
997.000000	0.743
998.000000	0.743
999.000000	0.742
1000.000000	0.74255
1001.000000	0.74741
1002.000000	0.74677
1003.000000	0.73836
1004.000000	0.73133
1005.000000	0.68365
1006.000000	0.7177
1007.000000	0.73093
1008.000000	0.73339
1009.000000	0.72934
1010.000000	0.73055
1011.000000	0.72562
1012.000000	0.72496
1013.000000	0.7196
1014.000000	0.72265
1015.000000	0.71062
1016.000000	0.71419
1017.000000	0.70659
1018.000000	0.71566
1019.000000	0.69606
1020.000000	0.70127
1021.000000	0.703
1022.000000	0.693
1023.000000	0.699
1024.000000	0.70057
1025.000000	0.69918
1026.000000	0.69943
1027.000000	0.69594
1028.000000	0.69722
1029.000000	0.69
1030.000000	0.69208
1031.000000	0.68985
1032.000000	0.6896
1033.000000	0.678
1034.000000	0.68181
1035.000000	0.684
1036.000000	0.68431
1037.000000	0.67731
1038.000000	0.674
1039.000000	0.679
1040.000000	0.6744
1041.000000	0.6749
1042.000000	0.67516
1043.000000	0.6686
1044.000000	0.67199
1045.000000	0.66846
1046.000000	0.65131
1047.000000	0.66155
1048.000000	0.66781
1049.000000	0.66491
1050.000000	0.66117
1051.000000	0.66182
1052.000000	0.65848
1053.000000	0.65698
1054.000000	0.65474
1055.000000	0.65753
1056.000000	0.65629
1057.000000	0.6554
1058.000000	0.64937
1059.000000	0.63046
1060.000000	0.64831
1061.000000	0.63387
1062.000000	0.64651
1063.000000	0.63669
1064.000000	0.64621
1065.000000	0.64533
1066.000000	0.63139
1067.000000	0.63517
1068.000000	0.63591
1069.000000	0.60084
1070.000000	0.62165
1071.000000	0.62821
1072.000000	0.63131
1073.000000	0.61796
1074.000000	0.63063
1075.000000	0.61768
1076.000000	0.62468
1077.000000	0.62426
1078.000000	0.62531
1079.000000	0.61203
1080.000000	0.6225
1081.000000	0.60726
1082.000000	0.60249
1083.000000	0.609
1084.000000	0.61392
1085.000000	0.61181
1086.000000	0.6157
1087.000000	0.59145
1088.000000	0.60728
1089.000000	0.60908
1090.000000	0.60442
1091.000000	0.60799
1092.000000	0.59692
1093.000000	0.59221
1094.000000	0.56065
1095.000000	0.58252
1096.000000	0.586
1097.000000	0.591
1098.000000	0.587
1099.000000	0.58216
1100.000000	0.6
1101.000000	0.599
1102.000000	0.58202
1103.000000	0.595
1104.000000	0.593
1105.000000	0.591
1106.000000	0.59
1107.000000	0.586
1108.000000	0.5865
1109.000000	0.5855
1110.000000	0.587
1111.000000	0.5825
1112.000000	0.58342
1113.000000	0.578
1114.000000	0.584
1115.000000	0.582
1116.000000	0.575
1117.000000	0.583
1118.000000	0.57222
1119.000000	0.57151
1120.000000	0.5685
1121.000000	0.572
1122.000000	0.575
1123.000000	0.574
1124.000000	0.5725
1125.000000	0.57012
1126.000000	0.553
1127.000000	0.56179
1128.000000	0.56829
1129.000000	0.56837
1130.000000	0.56401
1131.000000	0.568
1132.000000	0.57
1133.000000	0.56186
1134.000000	0.56346
1135.000000	0.5625
1136.000000	0.56481
1137.000000	0.55197
1138.000000	0.544
1139.000000	0.553
1140.000000	0.55573
1141.000000	0.54303
1142.000000	0.55531
1143.000000	0.5496
1144.000000	0.54501
1145.000000	0.55001
1146.000000	0.55407
1147.000000	0.55408
1148.000000	0.55032
1149.000000	0.54788
1150.000000	0.54623
1151.000000	0.54531
1152.000000	0.5417
1153.000000	0.54308
1154.000000	0.54651
1155.000000	0.54731
1156.000000	0.54022
1157.000000	0.5437
1158.000000	0.54334
1159.000000	0.53548
1160.000000	0.52928
1161.000000	0.51899
1162.000000	0.53336
1163.000000	0.53708
1164.000000	0.52684
1165.000000	0.53482
1166.000000	0.52227
1167.000000	0.52984
1168.000000	0.53415
1169.000000	0.5164
1170.000000	0.52875
1171.000000	0.53074
1172.000000	0.53063
1173.000000	0.52686
1174.000000	0.5276
1175.000000	0.51852
1176.000000	0.51036
1177.000000	0.52296
1178.000000	0.51703
1179.000000	0.51504
1180.000000	0.52199
1181.000000	0.51843
1182.000000	0.51743
1183.000000	0.48821
1184.000000	0.51098
1185.000000	0.51605
1186.000000	0.51519
1187.000000	0.51455
1188.000000	0.51012
1189.000000	0.48402
1190.000000	0.50583
1191.000000	0.51354
1192.000000	0.51175
1193.000000	0.51064
1194.000000	0.51127
1195.000000	0.50592
1196.000000	0.50561
1197.000000	0.50286
1198.000000	0.49217
1199.000000	0.47434
1200.000000	0.50005
1201.000000	0.50579
1202.000000	0.50705
1203.000000	0.48836
1204.000000	0.48696
1205.000000	0.50195
1206.000000	0.49869
1207.000000	0.50143
1208.000000	0.48962
1209.000000	0.46636
1210.000000	0.49225
1211.000000	0.47909
1212.000000	0.49064
1213.000000	0.4919
1214.000000	0.48932
1215.000000	0.49044
1216.000000	0.48878
1217.000000	0.48764
1218.000000	0.48599
1219.000000	0.48234
1220.000000	0.48433
1221.000000	0.48343
1222.000000	0.48133
1223.000000	0.476
1224.000000	0.48224
1225.000000	0.47925
1226.000000	0.48026
1227.000000	0.46841
1228.000000	0.47443
1229.000000	0.47725
1230.000000	0.47502
1231.000000	0.47425
1232.000000	0.46896
1233.000000	0.47118
1234.000000	0.46946
1235.000000	0.46644
1236.000000	0.46863
1237.000000	0.4679
1238.000000	0.46748
1239.000000	0.46235
1240.000000	0.45968
1241.000000	0.46439
1242.000000	0.46169
1243.000000	0.45655
1244.000000	0.45535
1245.000000	0.456
1246.000000	0.45875
1247.000000	0.45775
1248.000000	0.46076
1249.000000	0.46013
1250.000000	0.4586
1251.000000	0.45638
1252.000000	0.45195
1253.000000	0.45371
1254.000000	0.45358
1255.000000	0.45304
1256.000000	0.45192
1257.000000	0.4488
1258.000000	0.45116
1259.000000	0.44797
1260.000000	0.45018
1261.000000	0.44925
1262.000000	0.44252
1263.000000	0.44825
1264.000000	0.44198
1265.000000	0.44267
1266.000000	0.44615
1267.000000	0.43912
1268.000000	0.43594
1269.000000	0.44042
1270.000000	0.44212
1271.000000	0.4429
1272.000000	0.4413
1273.000000	0.44084
1274.000000	0.43807
1275.000000	0.44072
1276.000000	0.44192
1277.000000	0.44188
1278.000000	0.44074
1279.000000	0.43795
1280.000000	0.43543
1281.000000	0.42267
1282.000000	0.37589
1283.000000	0.41159
1284.000000	0.42667
1285.000000	0.42909
1286.000000	0.42878
1287.000000	0.43036
1288.000000	0.42684
1289.000000	0.42755
1290.000000	0.41851
1291.000000	0.42159
1292.000000	0.42278
1293.000000	0.42261
1294.000000	0.41615
1295.000000	0.41944
1296.000000	0.41979
1297.000000	0.41718
1298.000000	0.41263
1299.000000	0.41701
1300.000000	0.41537
1301.000000	0.41404
1302.000000	0.40955
1303.000000	0.40768
1304.000000	0.40632
1305.000000	0.41028
1306.000000	0.41039
1307.000000	0.40958
1308.000000	0.40873
1309.000000	0.40907
1310.000000	0.40714
1311.000000	0.40611
1312.000000	0.40315
1313.000000	0.39084
1314.000000	0.40271
1315.000000	0.39162
1316.000000	0.39421
1317.000000	0.40116
1318.000000	0.39547
1319.000000	0.40093
1320.000000	0.39875
1321.000000	0.39545
1322.000000	0.39538
1323.000000	0.39502
1324.000000	0.39516
1325.000000	0.39369
1326.000000	0.39229
1327.000000	0.38877
1328.000000	0.39062
1329.000000	0.3795
1330.000000	0.38548
1331.000000	0.38765
1332.000000	0.3785
1333.000000	0.38699
1334.000000	0.38684
1335.000000	0.38563
1336.000000	0.38231
1337.000000	0.38285
1338.000000	0.38094
1339.000000	0.3757
1340.000000	0.37439
1341.000000	0.38168
1342.000000	0.3802
1343.000000	0.37977
1344.000000	0.37986
1345.000000	0.37953
1346.000000	0.37554
1347.000000	0.3776
1348.000000	0.37664
1349.000000	0.3755
1350.000000	0.37081
1351.000000	0.37167
1352.000000	0.37533
1353.000000	0.37401
1354.000000	0.37294
1355.000000	0.36827
1356.000000	0.36876
1357.000000	0.36439
1358.000000	0.36997
1359.000000	0.36903
1360.000000	0.36464
1361.000000	0.37027
1362.000000	0.36936
1363.000000	0.36185
1364.000000	0.36683
1365.000000	0.36629
1366.000000	0.36592
1367.000000	0.36242
1368.000000	0.36557
1369.000000	0.35886
1370.000000	0.35912
1371.000000	0.35949
1372.000000	0.36313
1373.000000	0.36294
1374.000000	0.36291
1375.000000	0.35749
1376.000000	0.3535
1377.000000	0.3579
1378.000000	0.35652
1379.000000	0.36035
1380.000000	0.35682
1381.000000	0.35784
1382.000000	0.35274
1383.000000	0.35376
1384.000000	0.35594
1385.000000	0.35242
1386.000000	0.35493
1387.000000	0.35136
1388.000000	0.35277
1389.000000	0.35406
1390.000000	0.34736
1391.000000	0.35242
1392.000000	0.35179
1393.000000	0.35008
1394.000000	0.3476
1395.000000	0.34754
1396.000000	0.34943
1397.000000	0.34932
1398.000000	0.34952
1399.000000	0.34886
1400.000000	0.33896
1401.000000	0.33929
1402.000000	0.34411
1403.000000	0.34014
1404.000000	0.34106
1405.000000	0.34012
1406.000000	0.34164
1407.000000	0.34085
1408.000000	0.34007
1409.000000	0.34118
1410.000000	0.34046
1411.000000	0.33767
1412.000000	0.3292
1413.000000	0.3329
1414.000000	0.33704
1415.000000	0.33707
1416.000000	0.33503
1417.000000	0.33748
1418.000000	0.33773
1419.000000	0.33391
1420.000000	0.3327
1421.000000	0.33594
1422.000000	0.32875
1423.000000	0.32884
1424.000000	0.32772
1425.000000	0.33256
1426.000000	0.32306
1427.000000	0.32745
1428.000000	0.33036
1429.000000	0.32347
1430.000000	0.32277
1431.000000	0.32421
1432.000000	0.33114
1433.000000	0.33067
1434.000000	0.32509
1435.000000	0.32731
1436.000000	0.32662
1437.000000	0.32786
1438.000000	0.32601
1439.000000	0.32856
1440.000000	0.31269
1441.000000	0.31695
1442.000000	0.31584
1443.000000	0.3178
1444.000000	0.31911
1445.000000	0.31929
1446.000000	0.32135
1447.000000	0.3176
1448.000000	0.32096
1449.000000	0.32026
1450.000000	0.31774
1451.000000	0.31367
1452.000000	0.31355
1453.000000	0.31539
1454.000000	0.31282
1455.000000	0.3121
1456.000000	0.30956
1457.000000	0.31241
1458.000000	0.31612
1459.000000	0.31746
1460.000000	0.31367
1461.000000	0.31308
1462.000000	0.31018
1463.000000	0.30823
1464.000000	0.3082
1465.000000	0.31158
1466.000000	0.30696
1467.000000	0.31322
1468.000000	0.3075
1469.000000	0.31201
1470.000000	0.3101
1471.000000	0.30414
1472.000000	0.30581
1473.000000	0.30552
1474.000000	0.29705
1475.000000	0.30349
1476.000000	0.30369
1477.000000	0.3025
1478.000000	0.30228
1479.000000	0.30461
1480.000000	0.30626
1481.000000	0.30179
1482.000000	0.30462
1483.000000	0.29813
1484.000000	0.30172
1485.000000	0.30607
1486.000000	0.30168
1487.000000	0.29989
1488.000000	0.26525
1489.000000	0.2991
1490.000000	0.30093
1491.000000	0.30175
1492.000000	0.29773
1493.000000	0.302
1494.000000	0.3019
1495.000000	0.30074
1496.000000	0.2914
1497.000000	0.29684
1498.000000	0.29946
1499.000000	0.29528
1500.000000	0.30077
1501.000000	0.2999
1502.000000	0.29743
1503.000000	0.2692
1504.000000	0.28319
1505.000000	0.27149
1506.000000	0.28367
1507.000000	0.29376
1508.000000	0.29028
1509.000000	0.28805
1510.000000	0.29394
1511.000000	0.29446
1512.000000	0.28845
1513.000000	0.28729
1514.000000	0.285
1515.000000	0.28807
1516.000000	0.2872
1517.000000	0.28526
1518.000000	0.2897
1519.000000	0.28495
1520.000000	0.28786
1521.000000	0.28083
1522.000000	0.28031
1523.000000	0.28448
1524.000000	0.2846
1525.000000	0.27846
1526.000000	0.28596
1527.000000	0.28297
1528.000000	0.2849
1529.000000	0.2829
1530.000000	0.26731
1531.000000	0.28272
1532.000000	0.28263
1533.000000	0.28041
1534.000000	0.27543
1535.000000	0.27754
1536.000000	0.28058
1537.000000	0.28096
1538.000000	0.27338
1539.000000	0.27808
1540.000000	0.26857
1541.000000	0.27297
1542.000000	0.27536
1543.000000	0.27499
1544.000000	0.27716
1545.000000	0.27768
1546.000000	0.27722
1547.000000	0.27354
1548.000000	0.26698
1549.000000	0.27267
1550.000000	0.26961
